cow_id,scan_number,day,conductivity_raw_mScm,temperature_C,conductivity_temp_adjusted_mScm,milk_pH,somatic_cell_count,milk_yield_L,clotting,as7343_F1,as7343_F2,as7343_FZ,as7343_F3,as7343_F4,as7343_F5,as7343_FY,as7343_FXL,as7343_F6,as7343_F7,as7343_F8,as7343_NIR,as7343_VIS,as7343_FD,conductivity_deviation,prev_risk_score,risk_moving_avg_3scan,risk_slope,risk_score,risk_label,split
C0296,3,9,5.931397625414994,37.00832343922914,5.761198812707498,6.87767432969852,318,16.434421292882746,0,1423,1122,2881,2574,3745,4233,5681,5507,5611,5207,4775,3264,22993,1557,1.0721988127074973,22.42359814758725,26.42240367945097,19.45383521417629,41.87560101784062,Subclinical,train
C0078,5,15,4.929,35.54,4.925,6.391,169,21.44,0,1303,925,2857,2257,3447,3843,4936,5442,5089,4500,4151,2842,20530,1493,0.236,10.81,11.97,2.32,13.13,Healthy,train
C0574,6,18,5.164,36.08,5.107,6.637,215,17.33,0,1176,844,2539,2163,2848,3076,4106,4073,4205,3812,3954,2474,17468,1238,0.418,18.62,20.01,0.98,19.6,Healthy,train
C0608,5,15,4.552,35.71,4.534,6.52,74,17.93,0,1037,818,2258,1930,2647,2782,3602,3917,3709,3607,3127,2075,16133,1217,-0.155,10.8,9.79,-4.01,6.79,Healthy,train
C0134,3,9,4.784,35.75,4.761,6.632,268,21.79,0,1373,993,2818,2454,3272,4012,5247,5260,4854,4381,4035,2705,21675,1540,0.072,18.44,18.63,1.06,19.51,Healthy,train
C0114,5,15,5.923809703618204,37.85397801708984,5.658185966523477,7.06402065059081,432,13.296118574267451,0,1780,1275,3870,2953,4050,4530,6333,5894,6149,5234,5547,3749,25558,1832,0.9691859665234762,34.942519152539624,37.65316087558646,17.730215388037113,52.67273454057674,Subclinical,train
C0370,3,9,4.635,36.54,4.543,6.529,93,18.39,0,1114,896,2498,1871,2746,3026,3900,4161,3639,3803,3410,2365,17523,1362,-0.146,13.59,11.83,-3.95,9.64,Healthy,train
C0282,3,9,4.708,35.89,4.673,6.58,173,19.73,0,1105,861,2423,1926,2732,2908,4029,4865,4198,4091,3622,2627,18816,1438,-0.016,14.88,13.92,0.1,14.99,Healthy,train
C0350,3,9,5.576,37.05,5.412,6.876,527,15.69,0,1525,1106,3050,2537,3474,3884,5434,5745,5314,5130,4712,3122,22314,1509,0.723,34.04,35.51,19.6,53.64,Subclinical,train
C0052,2,6,6.456837245906817,37.85950062887128,6.166966097289622,7.023850188661382,598,6.266029131652462,0,1522,1067,3266,2674,3768,4309,5480,5838,5353,4956,4774,3339,23520,1718,1.4779660972896227,55.4613010912535,55.43458708959648,19.91078914269933,75.37209023395283,Clinical,train
C0454,3,9,4.458,36.51,4.372,6.694,173,22.82,0,1241,1018,2632,2281,3051,3055,4326,4773,4518,4143,3640,2508,19722,1468,-0.317,13.09,13.09,0.0,13.09,Healthy,train
C0554,1,3,5.413005117999327,36.733660557815,5.285457057926942,6.818093731745083,358,15.689986352001794,0,1256,970,2798,2302,3080,3655,4794,5495,4910,4737,3893,2724,21095,1534,0.5964570579269425,22.796574870154053,25.361973582888663,14.829100214544232,37.622038410880144,Subclinical,train
C0546,1,3,6.238480733803351,37.83737642193692,5.961547853084983,6.985503394612236,563,9.637278899294971,1,1863,1399,3842,3296,4422,5191,6481,7179,7292,6535,5713,3806,29302,2002,1.2725478530849823,61.467363023851874,56.92586862141764,15.646827615524977,77.10647862103177,Clinical,train
C0118,2,6,4.959,35.57,4.952,6.729,156,14.8,0,1280,964,2720,2326,2935,3303,4473,5186,5095,4610,3822,2610,20511,1456,0.263,14.83,15.78,0.36,15.19,Healthy,train
C0054,3,9,5.719,37.2,5.534,6.995,464,10.93,1,1891,1364,4162,3270,4323,5077,6349,7013,6288,5525,5763,3706,27334,1867,0.845,32.55,39.19,28.67,61.21,Subclinical,train
C0752,4,12,5.195,35.29,5.216,6.882,164,20.64,0,1424,1061,3065,2361,3346,3764,4580,5186,4760,4532,4008,2665,21166,1479,0.527,14.48,15.04,1.12,15.6,Healthy,train
C0572,2,6,6.093,37.18,5.899,7.024,458,14.59,1,1850,1355,4250,3426,4168,5058,6351,7099,6289,5980,5661,3870,28698,1956,1.21,41.27,44.59,23.73,65.0,Subclinical,train
C0429,1,3,7.032653311742441,37.03700859069856,6.827394671296324,7.064640326199489,449,9.297327688553256,1,1838,1436,3895,3242,4809,5276,7117,7489,6862,6313,5845,3901,30202,2052,2.1383946712963247,55.12783640614206,56.48688981670725,24.48649115888276,79.61432756502481,Clinical,train
C0085,3,9,5.213,35.2,5.243,6.622,129,14.82,0,1152,830,2530,2024,2736,3076,4298,4454,4396,4042,3576,2275,18459,1349,0.554,16.56,16.56,0.0,16.56,Healthy,train
C0678,4,12,4.698,35.74,4.677,6.556,150,17.56,0,1106,884,2630,2010,2796,3305,4158,4406,4204,3756,3492,2308,17846,1327,-0.012,11.15,11.15,0.0,11.15,Healthy,train
C0538,5,15,4.304,36.52,4.221,6.822,146,23.33,0,1078,840,2526,1953,2623,3386,4010,4689,4201,3970,3632,2418,17864,1257,-0.468,11.97,11.83,0.44,12.42,Healthy,train
C0615,5,15,6.747689951457335,37.97113261113993,6.430406798672352,7.240435935743175,687,8.167101232755968,0,1924,1467,4088,3230,4414,4503,6021,7092,6502,6167,5815,3938,28065,1885,1.7414067986723518,69.69117743740273,66.67195965636348,17.755968621616034,87.44714605901876,Clinical,train
C0777,2,6,5.548352898459718,37.12588507873278,5.378038203799174,6.801786736651359,399,13.293177838910248,0,1498,1163,3399,2904,3349,4067,5572,5564,6105,5447,4641,3098,25132,1783,0.6890382037991739,25.115464933920748,30.369745647046,15.84788692848446,40.95845020448663,Subclinical,train
C0556,1,3,5.344,36.55,5.237,6.789,334,16.17,0,1371,1081,3007,2427,3171,3731,4775,4946,5287,4973,4237,3019,21778,1474,0.548,17.76,20.44,13.45,31.22,Subclinical,train
C0604,1,3,4.691,35.78,4.666,6.668,159,17.88,0,1312,999,2824,2271,3203,3563,4413,5248,4773,4136,3960,2534,19843,1460,-0.023,12.96,12.96,0.0,12.96,Healthy,train
C0394,1,3,4.078,35.67,4.065,6.713,154,24.35,0,1151,778,2254,1867,2644,3097,4075,4043,3985,3663,3213,2488,16714,1293,-0.624,8.26,8.26,0.0,8.26,Healthy,train
C0381,5,15,5.014,34.83,5.078,6.514,131,18.61,0,1117,853,2380,1945,2755,3182,4286,4992,4428,4178,3779,2340,19060,1433,0.389,12.19,12.19,0.0,12.19,Healthy,train
C0415,2,6,5.984943799040919,37.13771449978203,5.798515174095412,6.9301719744441685,363,16.142244292177775,0,1406,1071,3219,2499,3512,4138,5125,6249,5896,5055,4579,3000,24269,1784,1.109515174095412,26.3606594104131,30.449490437005803,22.69338329610129,49.05404270651439,Subclinical,train
C0525,6,18,4.764,34.92,4.816,6.559,175,24.68,0,1195,905,2513,1987,2796,2951,4146,4690,4563,3973,3673,2146,19027,1412,0.127,10.83,11.67,1.68,12.51,Healthy,train
C0205,4,12,5.96,37.29,5.757,7.002,443,12.72,1,1954,1450,4597,3517,5268,5892,7867,8356,7141,7134,6385,4302,32479,2121,1.068,34.33,40.65,31.57,65.91,Subclinical,train
C0738,4,12,6.897123806887056,37.56405359299155,6.627333944022975,7.072667635770649,596,7.206705430825956,1,2016,1446,3817,3358,4812,5436,7165,8217,7112,6871,6398,4127,30888,2058,1.9383339440229752,67.3730253428398,64.60712380688705,19.824650191898968,87.19767553473878,Clinical,train
C0064,3,9,4.889,35.95,4.847,6.712,207,15.93,0,1153,851,2509,2161,2875,3340,4648,5028,4685,4484,4035,2662,19657,1406,0.158,13.14,14.28,2.29,15.43,Healthy,train
C0735,5,15,4.594,35.16,4.624,6.562,189,19.81,0,1190,876,2618,2211,2926,3367,4283,4626,4434,4311,3327,2340,19436,1396,-0.065,12.79,11.4,-2.18,10.6,Healthy,train
C0323,4,12,4.732,34.97,4.78,6.672,81,13.66,0,1057,789,2517,1938,2713,3139,4206,4261,3817,3553,3223,2224,17307,1299,0.091,7.41,7.41,0.0,7.41,Healthy,train
C0618,1,3,5.519,36.68,5.395,6.896,441,15.41,0,1545,1130,3409,2737,3636,4209,5860,6366,5978,5350,4393,3056,25276,1776,0.706,27.56,28.03,16.02,43.58,Subclinical,train
C0543,4,12,5.889115445846352,38.59151795791016,5.54103088010742,7.13953995311198,467,9.342604694270827,1,1893,1456,4214,3184,5031,5477,6990,8102,7111,6487,6285,4100,32186,2042,0.8520308801074201,54.286224061556,53.16752640869141,15.897966312727844,70.18102335550128,Clinical,train
C0272,4,12,6.33,37.0,6.15,6.943,453,10.3,1,1839,1324,4083,3440,4407,5111,6884,7371,7572,6624,5833,4039,29159,1951,1.461,39.17,42.86,28.21,67.38,Subclinical,train
C0431,4,12,4.845,35.38,4.856,6.61,128,16.23,0,1254,937,2769,2237,2866,3264,4353,4752,4625,4388,3879,2688,19514,1448,0.167,11.14,12.33,1.49,12.63,Healthy,train
C0295,2,6,6.886445616807506,37.699500868742966,6.599361484758575,7.136553290160151,582,10.056727341646525,1,1904,1458,4145,3459,4668,5339,6707,7157,6805,6234,5885,3915,29632,2016,1.910361484758575,71.4336495973044,65.15367145795126,13.294014910703142,84.72766450800754,Clinical,train
C0210,3,9,4.685,36.22,4.621,6.68,103,18.06,0,1015,844,2293,1876,2409,2656,3558,4200,4201,3570,3595,2422,16234,1169,-0.068,14.2,12.99,-2.87,11.32,Healthy,train
C0628,5,15,6.249,36.82,6.092,7.097,500,12.6,1,1991,1563,4589,3585,5004,5085,6674,7966,8214,7173,6662,3984,30352,1878,1.403,43.66,47.29,27.45,71.11,Clinical,train
C0321,5,15,4.87,36.14,4.811,6.744,208,20.0,0,1471,1052,2994,2456,3126,3772,4646,5489,5228,4885,4096,2713,22105,1475,0.122,16.38,15.99,-1.69,14.69,Healthy,train
C0311,5,15,6.1583920974737465,37.57545136642064,5.915834407654844,6.9554925228884485,405,12.5515838920636,1,1848,1332,4057,3326,4855,5362,7086,6874,6680,6421,5732,3995,29837,1969,1.226834407654844,39.29238510359917,42.40525380326432,24.16385442280462,63.449078736151165,Subclinical,train
C0036,5,15,6.73,38.44,6.354,7.03,642,7.3,1,2032,1497,4498,3788,5079,5748,6943,8296,7422,6753,5953,4478,32444,2183,1.665,72.45,67.51,13.95,86.41,Clinical,train
C0760,1,3,4.682,36.26,4.614,6.72,192,22.97,0,1256,986,2904,2320,2901,3156,4418,4708,4509,4141,3713,2645,20195,1378,-0.075,14.76,15.12,0.95,15.72,Healthy,train
C0413,3,9,4.74,35.64,4.727,6.663,166,21.61,0,1313,926,2633,2217,3001,3730,4223,4546,4356,4198,3839,2706,19869,1456,0.038,13.88,12.53,-0.36,13.53,Healthy,train
C0485,2,6,6.145,37.1,5.958,7.127,514,16.15,1,1978,1566,4447,3290,4333,4474,5313,6940,7322,7042,6327,4407,28787,1980,1.269,39.06,44.96,32.53,71.6,Clinical,train
C0038,6,18,6.979,38.39,6.596,7.002,365,12.14,0,1487,1070,3214,2532,3546,4276,4929,5752,5496,5215,4349,2957,23110,1668,1.907,46.05,47.16,23.75,69.8,Subclinical,train
C0676,5,15,4.515,35.45,4.519,6.822,158,19.75,0,1198,847,2301,1993,2717,3271,4237,4048,3705,3554,3602,2369,17396,1355,-0.17,8.28,8.6,0.63,8.92,Healthy,train
C0172,1,3,5.615,35.3,5.636,6.627,158,22.63,0,1210,982,2849,2244,3138,3564,5066,5281,5218,4929,4222,2973,20702,1519,0.947,19.48,19.76,1.75,21.23,Healthy,train
C0624,5,15,5.032,35.61,5.021,6.716,169,14.03,0,1366,1064,2914,2453,2909,3350,4449,5284,4853,4552,3838,2821,20837,1460,0.332,17.3,17.3,0.0,17.3,Healthy,train
C0056,6,18,4.781,35.87,4.747,6.724,189,19.27,0,1342,975,2768,2244,3091,3741,4774,5320,5020,4881,3924,2552,20420,1469,0.058,13.23,14.46,2.47,15.7,Healthy,train
C0066,4,12,5.397065354274302,36.56880268458538,5.287140492227687,6.787537568976692,314,16.493824012303808,0,1376,1066,2961,2426,3174,3739,4827,5013,5252,4955,4252,3000,21675,1489,0.5981404922276865,18.077556450775347,20.46715943329,13.410305443653082,31.495772707252275,Subclinical,train
C0289,4,12,4.724,35.67,4.709,6.669,148,19.81,0,1150,847,2632,1992,2743,3199,4121,4450,4232,3803,3897,2573,18367,1316,0.02,13.04,13.04,0.0,13.04,Healthy,train
C0034,2,6,4.593,35.75,4.571,6.68,155,20.12,0,1333,939,2890,2245,3006,3405,4822,5606,4595,4956,4187,2635,20699,1469,-0.118,12.57,12.57,0.0,12.57,Healthy,train
C0210,6,18,4.709,35.08,4.747,6.495,173,15.29,0,1194,930,2675,2106,3015,3522,4521,4714,4407,4219,3367,2368,19206,1438,0.058,11.57,12.41,1.3,12.87,Healthy,train
C0669,3,9,4.959,35.93,4.918,6.709,205,19.05,0,1134,894,2716,2104,2682,3265,4339,4483,4517,4222,3957,2558,19688,1450,0.229,6.85,12.99,12.28,19.12,Healthy,train
C0292,6,18,4.803,35.38,4.814,6.595,183,21.9,0,1356,1022,2823,2431,2970,3308,4551,5313,4848,4727,3999,2721,20573,1450,0.125,12.1,13.49,3.37,15.47,Healthy,train
C0262,4,12,4.545,35.68,4.529,6.56,115,19.54,0,1099,813,2254,1945,2538,3008,4122,4386,3966,3744,3502,2369,17842,1317,-0.16,5.24,7.48,5.48,10.72,Healthy,train
C0653,2,6,5.001,35.53,4.998,6.728,200,14.72,0,1308,996,3081,2421,2896,3342,4768,5401,5007,4425,4144,2916,20482,1500,0.309,20.0,17.31,-5.2,14.8,Healthy,train
C0116,1,3,5.635,37.73,5.396,6.965,382,12.57,1,1749,1446,3850,3201,5039,5117,7112,7295,7377,6334,5839,3798,30239,1965,0.707,33.56,36.28,20.2,53.77,Subclinical,train
C0462,3,9,4.429,34.63,4.502,6.595,107,23.24,0,1006,793,2195,1750,2625,2892,3684,4195,3725,3562,3171,2127,15094,1181,-0.187,6.86,6.86,0.0,6.86,Healthy,train
C0712,1,3,4.789,35.77,4.764,6.744,171,22.11,0,1288,926,2497,1998,3157,3543,4470,4862,4713,4382,4001,2615,19780,1384,0.075,14.17,13.79,-0.75,13.42,Healthy,train
C0568,4,12,5.648188666363254,36.708377332726506,5.518032735254844,6.965642731290458,382,17.756356908980866,0,1389,1119,3140,2594,3314,3925,4690,5708,5702,5013,4613,3268,22420,1568,0.8290327352548431,25.00338614239442,26.520591348907477,14.541522347188664,39.5439669197004,Subclinical,train
C0298,4,12,6.203302964952036,36.746325188392056,6.056841260789627,7.107258518071992,503,12.49834741183208,1,2004,1574,4637,3620,5019,5085,6706,7959,8274,7173,6702,3952,30327,1859,1.3678412607896275,43.31214297810427,46.98877260570424,27.30638074699211,70.61852372509638,Clinical,train
C0033,5,15,4.722,36.36,4.645,6.624,195,21.58,0,1390,1008,2892,2516,3241,3775,4803,5141,4824,4619,3863,2858,21003,1545,-0.044,17.19,15.15,-3.1,14.09,Healthy,train
C0343,5,15,6.542792043348039,37.23861404277911,6.326535707638089,6.943061840374702,446,10.688502495828086,1,2146,1544,4537,3767,4843,5368,6696,7312,7208,6514,6690,4279,30460,2099,1.63753570763809,43.71,45.92856190344352,27.453636478306954,71.17363647830696,Clinical,train
C0702,1,3,4.822,35.89,4.786,6.602,182,20.74,0,1182,867,2503,1984,2728,3152,4020,4654,4574,4012,3385,2475,17895,1347,0.097,15.05,14.79,-0.53,14.52,Healthy,train
C0602,6,18,5.124,35.31,5.142,6.497,151,21.87,0,1235,891,2770,2128,3024,3489,4512,4936,4669,4646,4228,2861,20605,1439,0.453,16.86,16.86,0.0,16.86,Healthy,train
C0708,4,12,4.268,34.84,4.322,6.755,129,13.17,0,1128,775,2373,1925,2732,2939,4059,4428,4112,3922,3140,2084,17460,1343,-0.367,8.53,8.92,0.79,9.32,Healthy,train
C0175,5,15,6.75412562832438,37.64587437167562,6.478538191156818,7.037623115026861,556,7.895075398925576,0,1515,1238,3605,2991,4112,4790,6120,6609,6217,6014,5245,3478,26492,1851,1.7895381911568178,55.91424127656184,55.93458129983803,18.72977890292147,74.64402017948332,Clinical,train
C0733,1,3,4.753,35.82,4.724,6.589,151,16.87,0,1211,1008,2599,2128,2901,3287,4356,4574,4271,3886,3603,2647,18511,1396,0.035,15.59,13.36,-4.45,11.13,Healthy,train
C0689,1,3,4.644,35.21,4.67,6.669,152,16.75,0,1228,854,2694,2057,3045,3131,4702,4414,4464,4266,3815,2702,19626,1386,-0.019,12.26,12.26,0.0,12.26,Healthy,train
C0490,2,6,4.902,34.59,4.987,6.529,171,22.44,0,1186,913,2470,2097,2787,3418,4270,5141,4836,4668,3834,2286,19516,1492,0.298,13.4,13.7,-0.2,13.19,Healthy,train
C0760,5,15,4.992,35.64,4.979,6.665,138,18.93,0,1332,944,2701,2263,2937,3211,4127,4872,4414,4211,3795,2653,18812,1468,0.29,15.34,15.34,0.0,15.34,Healthy,train
C0430,5,15,4.48,35.4,4.489,6.727,115,14.84,0,1171,946,2469,2012,2628,2840,4016,4247,4098,4216,3659,2416,18125,1319,-0.2,10.36,9.5,-2.4,7.95,Healthy,train
C0410,4,12,5.78801763855284,38.25114643633172,5.486307148988286,7.118886400296912,503,13.16935831548295,1,1918,1395,4245,3221,4451,5085,6691,7223,6785,5999,5484,3713,29358,1977,0.7973071489882861,40.5175098632065,44.843676025951225,28.27980273586993,68.79637386617563,Subclinical,train
C0397,2,6,4.685,35.47,4.688,6.653,140,21.59,0,1214,915,2594,2105,3056,3576,4555,4718,4531,4278,3879,2463,19366,1363,-0.001,11.75,11.13,-0.23,11.51,Healthy,train
C0400,1,3,4.561,35.6,4.552,6.547,131,19.25,0,1178,817,2538,2088,2678,2960,4054,4595,4411,4069,3510,2526,18134,1359,-0.137,9.48,9.0,-0.07,9.41,Healthy,train
C0072,5,15,4.155,35.88,4.125,6.845,113,26.11,0,1197,880,2614,2133,2597,3120,4057,3838,4158,3604,3500,2296,17187,1230,-0.564,10.28,9.5,-2.57,7.71,Healthy,train
C0345,6,18,4.592,35.89,4.558,6.575,129,22.93,0,1141,887,2448,2064,2733,3021,3935,4594,4168,3866,3402,2498,17893,1336,-0.131,11.14,11.81,-0.62,10.52,Healthy,train
C0095,4,12,5.184,35.81,5.153,6.658,182,19.97,0,1271,1011,2747,2247,3126,3513,4512,5382,4810,4438,4097,3083,21020,1508,0.464,16.34,16.34,0.0,16.34,Healthy,train
C0387,4,12,4.822,34.84,4.882,6.554,130,16.98,0,1153,815,2582,2061,2663,3133,4017,4634,4687,4208,3504,2365,18660,1412,0.193,11.16,12.37,0.84,12.0,Healthy,train
C0118,1,3,4.586,35.61,4.576,6.601,123,22.8,0,1160,919,2567,2060,2815,3133,4056,4589,4302,4100,3780,2401,18563,1342,-0.113,14.36,12.27,-2.01,12.36,Healthy,train
C0090,6,18,4.49,35.68,4.475,6.588,148,20.0,0,1059,767,2040,1749,2632,2939,3869,4068,3902,3525,3328,2166,16315,1266,-0.214,12.56,10.39,-2.84,9.72,Healthy,train
C0330,2,6,7.134,37.84,6.817,7.046,525,14.35,1,2051,1517,4520,3608,4766,5207,6306,7847,6949,6894,6406,4501,30116,2005,2.128,61.18,59.38,22.25,83.43,Clinical,train
C0286,5,15,6.826,37.93,6.511,6.965,563,14.37,0,1636,1214,3661,2717,3951,4086,5391,6492,5964,5771,5146,3358,25694,1812,1.822,55.95,56.21,23.43,79.37,Clinical,train
C0403,5,15,4.829,36.56,4.732,6.662,162,19.87,0,1222,842,2521,1976,2652,3255,4013,4204,3869,3837,3508,2153,17458,1279,0.043,15.95,15.55,-1.77,14.18,Healthy,train
C0239,4,12,4.45,35.65,4.437,6.529,205,20.6,0,1209,906,2683,2116,3191,3616,4359,4562,4858,4631,3561,2595,19485,1438,-0.252,15.19,13.48,-3.41,11.78,Healthy,train
C0676,3,9,4.993,35.65,4.979,6.539,122,21.09,0,1127,813,2539,1978,2715,2876,3977,4453,3951,3830,3522,2369,17463,1331,0.29,12.96,13.7,1.99,14.95,Healthy,train
C0256,5,15,4.981,35.45,4.986,6.759,166,19.36,0,1177,931,2933,2208,3072,3339,4306,4959,4310,4213,3813,2398,20494,1529,0.297,13.01,13.01,0.0,13.01,Healthy,train
C0503,4,12,5.508488034817619,36.96936736227345,5.354542260908466,6.896271130454233,366,16.302987538598327,0,1529,1029,3066,2256,3287,3735,5364,5801,4934,4849,3999,2814,22710,1609,0.6655422609084657,25.389096231819224,25.11307281181464,10.005512985902731,35.39451884090388,Subclinical,train
C0633,5,15,4.742,34.21,4.858,6.653,168,24.47,0,1119,843,2493,2077,2756,3066,3701,4311,4176,3774,3531,2331,17806,1314,0.169,7.2,8.7,3.08,10.28,Healthy,train
C0409,5,15,4.573,35.31,4.59,6.437,100,24.4,0,1062,906,2440,2028,2896,3482,4489,4725,4357,4052,3471,2341,19269,1363,-0.099,7.17,8.45,3.2,10.37,Healthy,train
C0048,6,18,4.859,34.98,4.907,6.437,173,22.97,0,1399,1054,2819,2287,2894,3846,4633,5112,4876,4597,4166,3042,20612,1452,0.218,13.63,13.09,-2.37,11.26,Healthy,train
C0414,6,18,5.810965697341981,37.58658647928091,5.580371533229356,6.802393027834511,569,13.66169395230668,1,1916,1442,4090,3620,4541,5323,7232,7624,7269,6735,6499,4460,30062,1985,0.8913715332293555,43.127748075061575,45.71449826818258,28.18242565598425,71.3227274675587,Clinical,train
C0115,5,15,5.13,36.33,5.049,6.844,246,15.77,0,1301,1044,2773,2484,3340,3634,4425,4917,4910,4536,3848,2655,20545,1532,0.36,14.1,17.4,10.66,24.76,Healthy,train
C0114,6,18,5.038,34.94,5.092,6.641,153,18.47,0,1284,1028,2912,2114,3261,3860,5031,5031,4739,4360,4237,2713,21118,1502,0.403,15.15,15.15,0.0,15.15,Healthy,train
C0791,1,3,4.948,35.51,4.947,6.727,114,14.13,0,1198,841,2489,1971,2916,3319,4213,4513,4037,4170,3547,2358,18305,1315,0.258,14.49,11.98,-3.03,11.46,Healthy,train
C0689,6,18,4.654,35.41,4.662,6.677,166,19.86,0,1278,948,2633,2399,3159,3626,4366,5152,4939,4286,3701,2674,20143,1488,-0.027,9.94,9.94,0.0,9.94,Healthy,train
C0379,1,3,4.752,35.94,4.712,6.564,150,17.9,0,1165,853,2736,1978,2865,3307,4280,4376,4175,3783,3778,2341,18394,1292,0.023,11.15,11.89,1.47,12.62,Healthy,train
C0670,3,9,5.518,37.23,5.337,6.876,404,15.41,0,1398,1049,3051,2315,3091,3588,4788,5483,4885,4925,3817,2959,21179,1569,0.648,27.13,28.55,15.02,42.14,Subclinical,train
C0182,1,3,4.528,35.47,4.531,6.731,140,24.54,0,1160,915,2601,2013,2868,3185,4215,4626,4659,4102,3593,2487,19077,1426,-0.158,8.95,10.2,2.5,11.45,Healthy,train
C0252,6,18,4.742,35.37,4.754,6.451,161,17.38,0,1199,870,2536,1983,2991,3268,4112,4549,4024,3972,3494,2661,18514,1379,0.065,13.07,13.07,0.0,13.07,Healthy,train
C0040,1,3,5.725013552214182,37.38417734683416,5.519939167024486,6.917581529303386,442,11.414169986702166,1,1849,1311,3831,3140,4056,4834,6265,6983,6367,5760,5360,4017,28053,1947,0.8309391670244858,34.95809100951666,39.730465447481336,24.8556503303641,59.81374133988076,Subclinical,train
C0026,1,3,6.67,36.89,6.494,6.91,749,8.0,1,2451,1868,5170,4050,6039,6576,8825,8676,8229,7555,7197,5237,36341,2330,1.805,70.62,67.3,16.51,87.13,Clinical,train
C0345,4,12,6.98,38.89,6.53,6.97,559,6.9,1,1975,1409,4211,3487,4467,4804,6311,7157,6784,6276,5966,4004,28192,1824,1.841,70.4,66.47,18.53,88.93,Clinical,train
C0208,3,9,6.695,36.8,6.53,7.046,525,12.3,1,2137,1538,4602,3713,5064,5816,7026,8107,8187,7157,6368,4458,32656,2166,1.841,45.45,52.14,33.77,79.22,Clinical,train
C0714,4,12,4.972,35.98,4.927,6.721,189,19.26,0,1117,813,2508,2036,2797,3142,4256,4597,4064,3814,3342,2551,18182,1337,0.238,14.09,15.78,3.39,17.48,Healthy,train
C0591,4,12,5.298,36.7,5.177,6.896,357,14.11,0,1542,1146,3430,2665,3879,4348,5448,6217,5644,5261,4552,3292,24318,1743,0.488,22.56,23.75,10.72,33.27,Subclinical,train
C0569,3,9,5.04,34.63,5.123,6.773,114,21.84,0,1197,971,2570,2052,2868,3249,4099,4433,4125,3580,3531,2366,17810,1326,0.434,11.13,11.13,0.0,11.13,Healthy,train
C0643,4,12,4.946,35.9,4.908,6.864,215,20.02,0,1208,922,2668,2188,3001,3454,4497,4794,4362,4432,4033,2657,19140,1378,0.219,18.52,19.09,-2.64,15.88,Healthy,train
C0636,2,6,4.491,35.69,4.475,6.65,153,20.45,0,1364,960,2609,2236,3247,3281,4436,5342,4973,4632,3876,2624,21322,1509,-0.214,8.11,10.64,5.05,13.17,Healthy,train
C0392,4,12,4.545,35.18,4.573,6.545,195,23.47,0,1252,923,2603,2139,3302,3491,4604,4739,4663,4529,3772,2428,20178,1393,-0.116,10.47,10.47,0.0,10.47,Healthy,train
C0421,6,18,5.032,35.13,5.067,6.565,137,27.95,0,1052,852,2465,1925,2826,3477,4639,4827,4459,3921,3749,2568,19077,1455,0.378,15.01,15.01,0.0,15.01,Healthy,train
C0595,3,9,6.5,37.69,6.23,7.19,641,9.3,1,2100,1537,4456,3837,5125,5786,7743,8185,7960,7343,6386,4273,32586,2193,1.541,67.62,61.78,14.37,81.99,Clinical,train
C0347,6,18,5.35,36.36,5.263,6.782,239,18.76,0,1301,953,2786,2326,3258,3504,4775,5185,5039,4477,4184,2858,20603,1466,0.574,17.96,18.8,7.45,25.4,Healthy,train
C0067,4,12,4.833,34.8,4.897,6.55,176,21.32,0,1186,858,2393,1960,3122,3299,4210,4321,4142,4220,3700,2528,18900,1353,0.208,10.64,12.59,2.58,13.22,Healthy,train
C0363,5,15,4.833,36.04,4.783,6.691,146,16.69,0,1187,870,2650,2021,2596,3295,3833,4595,4349,4150,3847,2511,18217,1307,0.094,13.64,14.09,-0.11,13.53,Healthy,train
C0017,1,3,5.257,34.81,5.326,6.504,102,19.31,0,1144,915,2668,2022,2913,3211,4094,4692,4149,3831,3442,2296,18197,1374,0.637,13.36,14.54,2.84,16.2,Healthy,train
C0167,4,12,4.994,35.51,4.993,6.684,182,15.3,0,1317,953,2963,2344,2826,3297,4083,5291,5029,4608,4182,2569,20024,1499,0.304,15.19,15.45,1.14,16.33,Healthy,train
C0150,1,3,6.448,37.7,6.178,6.98,665,11.61,1,2139,1558,4316,3502,4509,5036,6212,7484,7410,6852,6564,4550,31453,2041,1.489,51.04,55.73,33.9,84.94,Clinical,train
C0647,6,18,4.648,35.68,4.632,6.668,69,18.71,0,1060,762,2379,1859,2715,3069,3795,4101,3995,3564,3162,2204,16962,1259,-0.057,8.27,8.75,0.96,9.24,Healthy,train
C0282,4,12,4.445,35.6,4.437,6.52,96,19.5,0,1097,831,2101,1812,2556,3062,3779,4284,3823,3774,3444,2281,16545,1337,-0.252,10.72,8.57,-0.97,9.74,Healthy,train
C0270,6,18,5.02,35.39,5.03,6.73,79,19.13,0,1077,865,2627,2084,2929,3157,4187,4826,4429,4317,3434,2295,18681,1356,0.341,9.98,11.64,3.32,13.3,Healthy,train
C0500,1,3,6.39,38.05,6.08,7.26,520,11.7,1,2179,1529,4361,3539,4613,5409,7121,7523,7279,6554,6400,4257,31447,2145,1.391,62.17,58.92,17.73,79.9,Clinical,train
C0095,2,6,5.883454800525356,37.19097836053295,5.694368424385767,6.858097836053295,333,12.67568546088846,0,1419,1050,2907,2505,3373,3801,4794,5682,5266,5025,4276,3010,22273,1671,1.0053684243857668,30.784282846750287,30.63646023035456,11.740401096979737,42.51612070081124,Subclinical,train
