cow_id,scan_number,day,conductivity_raw_mScm,temperature_C,conductivity_temp_adjusted_mScm,milk_pH,somatic_cell_count,milk_yield_L,clotting,as7343_F1,as7343_F2,as7343_FZ,as7343_F3,as7343_F4,as7343_F5,as7343_FY,as7343_FXL,as7343_F6,as7343_F7,as7343_F8,as7343_NIR,as7343_VIS,as7343_FD,conductivity_deviation,risk_label
C0221,6,18,4.332,35.71,4.315,6.657,195,16.28,0,1284,1030,2980,2485,3015,3652,4911,5439,4500,4496,4123,3000,21688,1622,-0.374,Healthy
C0222,1,3,4.473,35.69,4.457,6.559,157,20.42,0,1038,791,2324,1971,2708,3227,4074,4262,3887,3715,3345,2266,17298,1243,-0.232,Healthy
C0222,2,6,4.54,35.64,4.528,6.587,155,19.09,0,1052,816,2373,1997,2881,3327,4063,4256,4006,3583,3395,2265,17779,1318,-0.161,Healthy
C0222,3,9,4.456,35.58,4.449,6.566,148,18.3,0,1087,798,2315,1745,2704,3079,4004,4074,4007,3418,3253,2294,16727,1237,-0.24,Healthy
C0222,4,12,4.593,35.58,4.586,6.6,148,20.87,0,1033,765,2232,1678,2525,3203,4029,4141,3854,3482,3342,2201,16978,1245,-0.103,Healthy
C0222,5,15,4.49,35.68,4.475,6.588,148,20.0,0,1059,767,2040,1749,2632,2939,3869,4068,3902,3525,3328,2166,16315,1266,-0.214,Healthy
C0222,6,18,4.689,35.63,4.677,6.601,154,20.83,0,1048,801,2191,1797,2646,2988,3933,4104,4008,3773,3272,2315,16973,1321,-0.012,Healthy
C0223,1,3,4.414,35.62,4.404,6.617,184,17.54,0,1292,948,2862,2360,3271,3538,4749,5003,4853,4450,4085,2705,19580,1374,-0.285,Healthy
C0223,2,6,4.294,35.53,4.292,6.615,189,18.08,0,1241,962,2694,2318,3046,3407,4622,5105,4602,4557,3865,2708,19993,1452,-0.397,Healthy
C0223,3,9,4.403,35.44,4.408,6.656,175,18.27,0,1246,868,2694,2078,2823,3431,4359,4902,4512,4211,3938,2681,19079,1394,-0.281,Healthy
C0223,4,12,4.299,35.64,4.288,6.627,174,17.48,0,1262,962,2728,2118,2942,3285,4455,4908,4303,4174,3765,2586,18575,1351,-0.401,Healthy
C0223,5,15,4.387,35.55,4.383,6.604,190,17.38,0,1313,934,2748,2182,2990,3196,4438,4927,4782,4180,3864,2485,19950,1405,-0.306,Healthy
C0223,6,18,4.407,35.56,4.402,6.622,189,18.22,0,1268,1024,2718,2054,3002,3146,4253,4627,4773,4081,3684,2529,19039,1447,-0.287,Healthy
C0224,1,3,4.752,35.34,4.766,6.504,85,24.76,0,1059,750,2245,1777,2354,2581,3430,3962,3485,3478,3016,2252,15009,1129,0.077,Healthy
C0224,2,6,4.811,35.46,4.815,6.508,58,24.8,0,958,748,2166,1666,2399,2593,3235,3790,3516,3356,3212,2056,15327,1134,0.126,Healthy
C0224,3,9,4.882,35.49,4.883,6.5,69,25.2,0,960,742,1996,1601,2148,2378,3461,3288,3268,3413,2958,2066,14732,1210,0.194,Healthy
C0224,4,12,4.821,35.41,4.829,6.481,64,24.56,0,998,709,2169,1664,2169,2545,3323,3559,3513,3350,3060,1996,14839,1175,0.14,Healthy
C0224,5,15,4.599,35.37,4.61,6.479,74,24.86,0,982,717,2065,1675,1995,2443,3059,3556,3287,3181,3009,2170,13805,1056,-0.079,Healthy
C0224,6,18,4.887,35.47,4.89,6.514,84,23.64,0,997,753,2062,1779,2318,2563,3313,4012,3449,3118,3116,2184,14537,1146,0.201,Healthy
C0225,1,3,5.089,35.1,5.128,6.616,165,18.02,0,1181,879,2690,2079,2801,3182,4400,4959,4541,4518,3780,2610,18888,1361,0.439,Healthy
C0225,2,6,5.104,35.04,5.149,6.592,166,17.33,0,1248,951,2689,2206,3066,3412,4241,4875,4984,4363,3921,2492,19532,1491,0.46,Healthy
C0225,3,9,5.011,35.33,5.027,6.602,169,17.83,0,1122,849,2409,2108,2802,3229,4631,4758,4609,3874,3541,2621,19487,1411,0.338,Healthy
C0225,4,12,4.994,35.21,5.022,6.581,168,17.4,0,1193,855,2376,1990,2922,3244,3878,4808,4296,4070,3643,2465,18297,1380,0.333,Healthy
C0225,5,15,5.007,35.22,5.034,6.603,157,17.64,0,1081,879,2369,1956,2586,2957,4167,4474,4274,3876,3487,2257,17292,1300,0.345,Healthy
C0225,6,18,4.917,35.07,4.957,6.597,161,17.9,0,1065,835,2426,2008,2887,3185,4063,4505,4672,3964,3514,2506,18132,1412,0.268,Healthy
C0226,1,3,4.933,35.5,4.933,6.632,137,14.84,0,1275,946,2789,2218,3190,3362,4455,5188,4919,4432,3736,2622,20755,1501,0.244,Healthy
C0226,2,6,4.906,35.33,4.922,6.608,124,15.88,0,1313,1006,2593,2003,3062,3393,4542,5085,4532,4182,3694,2645,19879,1495,0.233,Healthy
C0226,3,9,4.845,35.38,4.856,6.61,128,16.23,0,1254,937,2769,2237,2866,3264,4353,4752,4625,4388,3879,2688,19514,1448,0.167,Healthy
C0226,4,12,4.986,35.45,4.991,6.624,123,15.69,0,1284,922,2811,2221,3093,3345,4754,5028,4466,4295,3952,2684,19908,1420,0.302,Healthy
C0226,5,15,4.871,35.42,4.878,6.624,129,15.66,0,1213,934,2682,2030,2953,3346,4146,4779,4484,4233,3890,2415,19097,1400,0.189,Healthy
C0226,6,18,4.96,35.35,4.974,6.619,121,15.62,0,1224,904,2670,2261,2794,3330,4514,4759,4671,4323,4112,2645,19560,1416,0.285,Healthy
C0227,1,3,4.056,34.62,4.124,6.602,228,14.23,0,1189,891,2813,2154,3142,3564,4375,5165,4811,4366,4239,2816,20053,1427,-0.565,Healthy
C0227,2,6,3.925,34.62,3.991,6.627,232,13.35,0,1171,999,2728,2216,2977,3570,4514,4901,4592,4410,4235,2746,19929,1398,-0.698,Healthy
C0227,3,9,3.89,34.58,3.958,6.563,206,13.06,0,1233,883,2586,2220,3052,3395,4380,4961,4683,4237,4106,2712,19493,1483,-0.731,Healthy
C0227,4,12,4.195,34.66,4.262,6.611,204,13.18,0,1302,1014,2809,2195,2943,3449,4109,4924,4623,4509,4032,2758,19426,1326,-0.427,Healthy
C0227,5,15,4.076,34.71,4.137,6.651,206,13.86,0,1263,920,2735,2287,3060,3382,4423,4898,4567,4426,4042,2524,19711,1494,-0.552,Healthy
C0227,6,18,4.277,34.58,4.352,6.608,238,13.32,0,1302,1027,2695,2203,2930,3594,4649,4933,5024,4282,4324,2894,20370,1410,-0.337,Healthy
C0228,1,3,5.252,35.48,5.254,6.656,164,19.78,0,1271,860,2572,2233,2859,3195,4276,4725,4524,4103,3744,2461,18707,1403,0.565,Healthy
C0228,2,6,5.324,35.49,5.325,6.642,184,19.07,0,1226,942,2559,2063,2869,3490,4179,4882,4431,4177,3770,2462,19268,1383,0.636,Healthy
C0228,3,9,5.327,35.53,5.324,6.591,165,19.39,0,1192,913,2776,2191,2787,3102,3973,4775,4445,4305,3842,2433,19198,1331,0.635,Healthy
C0228,4,12,5.443,35.44,5.449,6.6,164,19.66,0,1147,911,2558,1902,2696,3039,4196,4812,4604,4022,3606,2566,18656,1428,0.76,Healthy
C0228,5,15,5.349,35.36,5.363,6.632,183,19.86,0,1330,963,2705,2090,2611,3166,4622,4834,4560,4301,3812,2722,19116,1293,0.674,Healthy
C0228,6,18,5.387,35.51,5.386,6.626,177,20.18,0,1224,886,2670,2126,2748,3084,4295,4858,4705,4060,3531,2547,19043,1433,0.697,Healthy
C0229,1,3,4.756,35.01,4.8,6.626,157,18.07,0,1046,774,2243,1866,2937,3076,4423,4521,4049,4016,3499,2363,18005,1346,0.111,Healthy
C0229,2,6,4.921,35.1,4.958,6.634,149,18.94,0,1073,837,2516,1952,2820,3399,4540,4502,4305,4115,3637,2739,18711,1426,0.269,Healthy
C0229,3,9,4.699,35.02,4.742,6.652,162,17.56,0,1108,802,2251,1861,2697,3298,4116,4490,4414,3935,3459,2358,18498,1396,0.053,Healthy
C0229,4,12,4.773,35.12,4.807,6.596,158,18.72,0,1020,781,2441,1776,2666,3198,4175,4495,3960,3745,3582,2300,17114,1319,0.118,Healthy
C0229,5,15,4.94,34.99,4.988,6.611,144,18.44,0,1126,800,2265,1778,2823,3034,4281,4173,3791,3567,3354,2434,17206,1337,0.299,Healthy
C0229,6,18,4.831,34.93,4.883,6.66,168,18.7,0,985,827,2447,1923,2799,3234,4048,4374,4408,3805,3772,2412,17744,1364,0.194,Healthy
C0230,1,3,4.328,35.03,4.367,6.727,166,15.01,0,1329,919,2504,2164,3177,3570,4621,4780,4465,4169,3540,2767,19163,1424,-0.322,Healthy
C0230,2,6,4.466,35.12,4.498,6.687,169,15.51,0,1290,965,2635,2324,3131,3432,4726,5098,4570,4174,3902,2506,19549,1410,-0.191,Healthy
C0230,3,9,4.392,35.01,4.433,6.721,164,15.47,0,1298,961,2773,2248,3133,3442,4605,5144,4916,4645,4007,2616,20923,1490,-0.256,Healthy
C0230,4,12,4.43,35.04,4.469,6.687,181,16.02,0,1210,891,2450,2184,2960,3157,4467,4551,4622,4169,3756,2611,18476,1371,-0.22,Healthy
C0230,5,15,4.478,34.98,4.522,6.702,161,16.06,0,1323,956,2745,2205,2907,3348,4342,4803,4219,4331,3882,2569,19446,1408,-0.167,Healthy
C0230,6,18,4.377,34.91,4.426,6.705,168,16.64,0,1254,893,2681,2097,2867,3269,4373,4900,4484,4392,3660,2466,19401,1515,-0.263,Healthy
C0231,1,3,4.772,35.56,4.767,6.764,112,23.89,0,1070,816,2312,1800,2675,2961,3833,4375,4201,3666,3568,2235,16885,1275,0.078,Healthy
C0231,2,6,4.914,35.66,4.899,6.747,104,24.7,0,1033,827,2380,2003,2679,3003,3911,4518,4346,3862,3317,2206,18005,1289,0.21,Healthy
C0231,3,9,4.915,35.76,4.891,6.737,109,23.35,0,1105,863,2447,1856,2657,2922,3832,4156,3878,3586,3325,2191,16527,1254,0.202,Healthy
C0231,4,12,4.878,35.64,4.865,6.734,110,24.35,0,1136,858,2280,1959,2638,3072,3743,4476,4349,3941,3767,2454,17447,1272,0.176,Healthy
C0231,5,15,4.721,35.62,4.71,6.732,109,23.57,0,1038,838,2270,1909,2555,2996,3744,4173,3955,3913,3413,2355,16612,1352,0.021,Healthy
C0231,6,18,4.677,35.53,4.674,6.692,126,24.09,0,1102,820,2365,1929,2523,2840,4130,4372,4226,3647,3530,2350,17597,1322,-0.015,Healthy
C0233,1,3,4.458,35.92,4.422,6.532,225,20.13,0,1306,909,2807,2165,3341,3915,4838,5000,4563,4279,3782,2543,20260,1409,-0.267,Healthy
C0233,2,6,4.518,35.88,4.485,6.5,230,19.98,0,1295,1062,2769,2195,3121,3677,4662,5293,4943,4187,4061,2717,20755,1485,-0.204,Healthy
C0233,3,9,4.412,35.97,4.373,6.531,239,20.36,0,1204,936,2876,2206,3173,3789,4604,4600,4593,4352,3650,2550,19659,1512,-0.316,Healthy
C0233,4,12,4.595,36.01,4.55,6.489,225,19.5,0,1308,1012,2812,2159,3420,3739,4930,4764,4569,4509,3831,2500,20055,1486,-0.139,Healthy
C0233,5,15,4.492,36.05,4.445,6.516,232,20.57,0,1362,1006,2706,2245,3282,3908,4592,4961,4693,4436,3646,2527,21028,1502,-0.244,Healthy
C0233,6,18,4.447,36.02,4.403,6.49,218,20.02,0,1273,985,2836,2214,3443,3421,4657,5084,4679,4504,3691,2654,20171,1550,-0.286,Healthy
C0234,1,3,4.804,34.67,4.88,6.548,157,24.52,0,1082,853,2531,1826,2734,3176,4143,4646,4099,3918,3363,2329,18051,1315,0.191,Healthy
C0234,2,6,4.764,34.92,4.816,6.559,175,24.68,0,1195,905,2513,1987,2796,2951,4146,4690,4563,3973,3673,2146,19027,1412,0.127,Healthy
C0234,3,9,4.52,34.66,4.592,6.527,162,23.16,0,1086,813,2428,1785,2615,3087,4231,4620,4037,4029,3334,2243,17168,1281,-0.097,Healthy
C0234,4,12,4.756,34.78,4.821,6.531,174,24.31,0,1209,941,2512,2028,2813,3313,4016,4793,4308,4049,3289,2222,18831,1376,0.132,Healthy
C0234,5,15,4.584,34.61,4.662,6.53,158,24.02,0,1171,836,2598,2087,2845,3293,3614,4503,4170,4163,3125,2312,18146,1366,-0.027,Healthy
C0234,6,18,4.737,34.71,4.808,6.558,175,23.51,0,1163,870,2554,1912,2814,3273,4045,4832,4377,3948,3516,2369,18443,1390,0.119,Healthy
C0235,1,3,4.487,35.08,4.523,6.596,221,21.53,0,1308,996,2941,2209,3157,3601,4792,5499,5076,4641,4329,2881,21242,1509,-0.166,Healthy
C0235,2,6,4.493,35.06,4.531,6.569,216,22.92,0,1322,995,2836,2318,3359,3732,4915,5202,5151,4845,4377,3014,21506,1495,-0.158,Healthy
C0235,3,9,4.429,35.06,4.466,6.587,201,22.17,0,1279,937,2804,2155,3147,3826,4516,5296,4651,4670,4443,2978,20850,1579,-0.223,Healthy
C0235,4,12,4.375,34.97,4.419,6.613,222,21.99,0,1313,1061,3056,2273,3246,3718,4785,5500,5240,5011,4495,3161,21367,1530,-0.27,Healthy
C0235,5,15,4.546,34.97,4.592,6.59,217,21.73,0,1248,1016,2806,2339,3083,3726,4693,5705,4911,4743,4344,2879,21461,1484,-0.097,Healthy
C0235,6,18,4.613,34.98,4.659,6.609,215,21.48,0,1383,1009,2893,2287,3184,3601,5054,5275,5594,4503,4477,3122,21079,1463,-0.03,Healthy
C0237,1,3,4.554,35.18,4.582,6.493,135,16.94,0,1001,763,2275,1757,2454,2907,3867,4326,4100,3838,3146,2170,16441,1280,-0.107,Healthy
C0237,2,6,4.436,34.95,4.482,6.582,114,16.68,0,971,720,2089,1706,2417,2846,3334,3831,3742,3540,3100,2100,15318,1208,-0.207,Healthy
C0237,3,9,4.382,35.04,4.42,6.554,122,17.22,0,964,773,2145,1679,2451,2725,3734,4101,3860,3615,3174,2133,15689,1211,-0.269,Healthy
C0237,4,12,4.439,35.03,4.479,6.566,129,15.88,0,973,796,2246,1692,2447,2808,3558,4280,3757,3557,3285,2159,16449,1251,-0.21,Healthy
C0237,5,15,4.325,35.09,4.359,6.588,122,17.12,0,1062,781,1971,1757,2607,2826,3819,4117,3792,3590,3070,2111,16506,1248,-0.33,Healthy
C0237,6,18,4.447,35.18,4.474,6.57,116,17.27,0,896,740,2061,1761,2404,2840,3576,4242,3703,3446,3101,2199,15776,1260,-0.215,Healthy
C0238,1,3,4.066,35.34,4.078,6.538,160,22.89,0,1198,942,2566,2210,2949,3349,4258,4336,4062,4003,4056,2600,18334,1350,-0.611,Healthy
C0238,2,6,4.432,35.31,4.448,6.517,153,22.49,0,1278,883,2419,2189,3060,3405,4541,4277,4141,3863,3868,2522,18996,1487,-0.241,Healthy
C0238,3,9,4.199,35.28,4.217,6.588,152,22.3,0,1185,899,2464,2054,3022,3285,4564,4235,3855,3583,3791,2548,18069,1440,-0.472,Healthy
C0238,4,12,4.229,35.31,4.244,6.522,136,21.99,0,1148,854,2551,2014,2810,3327,4125,4019,4060,3483,3641,2584,17297,1284,-0.445,Healthy
C0238,5,15,4.382,35.41,4.389,6.51,149,22.63,0,1247,910,2529,1954,2841,3420,4273,4453,4200,3579,3767,2536,18623,1358,-0.3,Healthy
C0238,6,18,4.251,35.38,4.261,6.537,134,22.4,0,1154,877,2573,2020,2891,3098,4300,4072,3907,3550,3588,2407,17584,1315,-0.428,Healthy
C0239,1,3,4.665,35.84,4.635,6.589,155,21.73,0,1102,780,2400,1979,2597,3090,3947,4568,3973,3980,3764,2546,17857,1303,-0.054,Healthy
C0239,2,6,4.628,35.81,4.601,6.583,186,21.59,0,1139,849,2423,1959,2592,3043,4229,4492,4387,3995,3772,2655,18073,1382,-0.088,Healthy
C0239,3,9,4.708,35.89,4.673,6.58,173,19.73,0,1105,861,2423,1926,2732,2908,4029,4865,4198,4091,3622,2627,18816,1438,-0.016,Healthy
C0239,4,12,4.755,35.7,4.737,6.598,161,20.25,0,1078,836,2413,2041,2550,2928,4185,4729,4166,3953,3884,2388,17831,1388,0.048,Healthy
C0239,5,15,4.82,35.96,4.778,6.639,174,21.71,0,1143,872,2450,2053,2713,3202,3967,4665,4413,4288,3917,2608,17714,1315,0.089,Healthy
C0239,6,18,4.721,35.86,4.689,6.586,178,20.96,0,1089,807,2372,2066,2737,3035,3950,4381,4451,4064,3583,2491,17868,1323,0.0,Healthy
C0240,1,3,4.963,35.08,5.003,6.657,122,21.46,0,1229,897,2755,2079,3031,3372,4457,5198,4467,4422,3907,2791,19888,1354,0.314,Healthy
C0240,2,6,4.79,35.24,4.814,6.687,135,20.07,0,1216,933,2545,2050,2806,3318,4364,5140,4645,4091,3844,2779,19464,1391,0.125,Healthy
C0240,3,9,4.861,35.09,4.899,6.63,127,20.25,0,1236,900,2565,2188,2953,3483,4464,4787,4954,4369,3972,2392,20097,1413,0.21,Healthy
C0240,4,12,5.061,35.15,5.095,6.667,134,21.33,0,1306,953,2762,2194,3156,3661,4554,5153,4662,4597,3928,2733,20221,1412,0.406,Healthy
C0240,5,15,4.886,35.01,4.931,6.673,132,21.07,0,1195,892,2656,2079,3132,3487,4084,5012,4647,4252,3810,2594,20100,1434,0.242,Healthy
C0240,6,18,4.983,35.05,5.026,6.673,126,19.82,0,1223,902,2522,2066,2945,3378,4343,5143,4538,4147,3986,2548,19722,1421,0.337,Healthy
C0241,1,3,4.859,35.55,4.854,6.67,192,16.83,0,1282,869,2802,2204,3145,3471,4564,4688,4521,4269,3593,2304,19777,1437,0.165,Healthy
C0241,2,6,4.812,35.58,4.805,6.68,176,18.14,0,1244,950,2716,2228,2765,3260,4306,4758,4120,3879,3207,2289,18480,1428,0.116,Healthy
C0241,3,9,4.893,35.61,4.883,6.709,189,17.98,0,1227,995,2720,2171,2954,3243,4368,4541,4129,4095,3570,2334,19602,1481,0.194,Healthy
C0241,4,12,4.794,35.5,4.794,6.684,177,17.63,0,1178,882,2608,2198,2854,3457,4153,4404,4405,3993,3243,2282,18954,1342,0.105,Healthy
C0241,5,15,4.938,35.58,4.93,6.743,176,17.69,0,1282,914,2691,2241,3107,3434,4451,5017,4450,4177,3447,2213,19500,1442,0.241,Healthy
C0241,6,18,4.811,35.48,4.813,6.706,173,16.28,0,1144,927,2618,2064,2717,3171,4495,4344,4085,3838,3361,2310,18741,1345,0.124,Healthy
C0242,1,3,4.575,35.61,4.565,6.674,165,20.49,0,1154,919,2416,1976,2806,3161,4301,4768,4573,4254,3541,2522,18886,1395,-0.124,Healthy
C0242,2,6,5.018,36.04,4.967,6.729,206,18.8,0,1185,976,2816,2242,3062,3518,4638,5620,4891,4610,3930,2664,21434,1588,0.278,Healthy
C0242,3,9,5.463,36.5,5.359,6.807,242,15.47,0,1291,972,3027,2260,3387,3614,4624,5588,5502,4980,4034,2666,21483,1510,0.67,Healthy
C0242,4,12,5.687,37.1,5.514,6.906,325,13.79,0,1357,1043,3127,2406,3226,3812,5232,5770,5563,5224,4404,2933,22700,1554,0.825,Subclinical
C0242,5,15,6.234,37.67,5.977,7.024,430,11.71,0,1596,1111,3286,2833,3701,4016,5610,6416,5897,5813,4482,3329,25663,1764,1.288,Subclinical
C0242,6,18,6.78,38.38,6.409,7.16,546,8.8,0,1697,1213,3699,2859,3644,4106,4815,5981,6139,6351,5024,3478,24777,1772,1.72,Clinical
C0243,1,3,5.005,35.06,5.047,6.607,104,17.68,0,1181,894,2784,2052,2968,3354,4103,4892,4336,4068,3997,2561,18896,1480,0.358,Healthy
C0243,2,6,4.694,35.22,4.719,6.609,105,17.85,0,1141,808,2385,2078,2689,2925,3838,4376,3918,3757,3643,2339,16360,1222,0.03,Healthy
C0243,3,9,4.745,35.16,4.776,6.598,112,18.17,0,1201,850,2585,1972,2813,3218,4154,4422,4461,4147,3578,2603,18643,1381,0.087,Healthy
C0243,4,12,4.861,35.2,4.889,6.574,116,17.25,0,1184,895,2375,2013,2711,3245,4457,4373,4532,4140,3584,2576,18982,1406,0.2,Healthy
C0243,5,15,4.723,35.19,4.751,6.604,104,18.07,0,1055,838,2297,2025,2754,2766,4149,4127,4000,3944,3444,2375,17013,1222,0.062,Healthy
C0243,6,18,4.816,35.22,4.842,6.594,109,17.96,0,1123,806,2460,2026,2665,3135,4156,4175,4094,4121,3375,2416,17991,1273,0.153,Healthy
C0244,1,3,4.516,35.56,4.511,6.573,172,19.27,0,1211,924,2539,2116,2892,3549,4440,4778,4264,4013,3678,2496,18844,1401,-0.178,Healthy
C0244,2,6,4.461,35.69,4.445,6.542,156,19.93,0,1154,892,2799,2172,2825,3386,4797,4745,4381,4222,3581,2469,18864,1371,-0.244,Healthy
C0244,3,9,4.43,35.72,4.411,6.543,179,19.71,0,1250,949,2730,2182,2944,3564,4538,4918,4585,4113,3674,2521,19571,1363,-0.278,Healthy
C0244,4,12,4.465,35.49,4.466,6.58,174,19.15,0,1245,950,2763,2069,3109,3478,4516,4936,4692,4428,3788,2430,19726,1466,-0.223,Healthy
C0244,5,15,4.6,35.77,4.576,6.558,161,19.42,0,1240,898,2642,1957,3071,3386,4403,4868,4319,3982,3796,2399,19124,1405,-0.113,Healthy
C0244,6,18,4.474,35.61,4.465,6.563,174,19.41,0,1211,918,2506,2056,3038,3293,4744,4930,4121,4212,3648,2389,19120,1402,-0.224,Healthy
C0246,1,3,4.702,35.73,4.681,6.677,147,22.11,0,1057,881,2308,2017,2969,3156,4074,4712,3929,3824,3599,2563,17953,1321,-0.008,Healthy
C0246,2,6,5.098,36.04,5.046,6.737,220,18.44,0,1279,911,2850,2112,3179,3572,4804,4751,4141,4037,4085,2615,19820,1442,0.357,Healthy
C0246,3,9,5.048,36.46,4.956,6.822,304,17.6,0,1254,904,2758,2216,3071,3474,4934,4896,4909,4060,3910,2730,20497,1541,0.267,Healthy
C0246,4,12,5.57,37.07,5.404,6.931,419,15.78,0,1360,942,3313,2478,3310,4013,5484,5385,4963,4960,4645,3189,21498,1539,0.715,Subclinical
C0246,5,15,6.111,37.8,5.844,7.061,586,13.85,1,1906,1373,4186,3314,4530,5385,6686,7233,6938,6769,6449,4224,30262,1948,1.155,Clinical
C0246,6,18,6.59,38.54,6.209,7.21,768,10.8,1,1936,1606,4361,3651,5158,4686,6272,7210,7171,6761,7281,4494,29855,1901,1.52,Clinical
C0247,1,3,4.436,35.64,4.424,6.701,196,15.89,0,1181,952,2676,2157,2704,3371,4065,4747,4457,4064,3666,2350,19268,1299,-0.265,Healthy
C0247,2,6,4.297,35.43,4.303,6.729,200,15.3,0,1184,892,2457,2064,2997,3164,4410,4768,4348,4236,3778,2510,19275,1425,-0.386,Healthy
C0247,3,9,4.395,35.66,4.382,6.702,195,15.88,0,1191,888,2693,2065,2663,3119,4110,4793,4203,4168,3610,2445,18877,1341,-0.307,Healthy
C0247,4,12,4.523,35.51,4.522,6.735,177,15.31,0,1171,889,2845,2110,2664,3220,4382,5022,4209,4322,3828,2510,18894,1412,-0.167,Healthy
C0247,5,15,4.475,35.35,4.488,6.718,190,15.51,0,1298,879,2469,2252,2922,3220,4295,4698,4550,4242,3642,2346,18579,1425,-0.201,Healthy
C0247,6,18,4.416,35.52,4.414,6.665,196,14.81,0,1276,871,2576,2067,2858,3190,4089,4638,4469,3910,3652,2492,19037,1424,-0.275,Healthy
C0248,1,3,4.427,35.73,4.408,6.465,88,17.11,0,978,816,2271,1729,2671,2862,3962,3604,3575,3453,3292,2137,16447,1244,-0.281,Healthy
C0248,2,6,4.596,35.61,4.586,6.499,95,16.7,0,1082,810,2370,1886,2706,2993,3682,3711,3562,3307,3297,2220,15539,1288,-0.103,Healthy
C0248,3,9,4.604,35.79,4.579,6.461,100,16.7,0,1062,781,2399,1757,2495,2726,3533,3756,3605,3286,3075,2130,16181,1219,-0.11,Healthy
C0248,4,12,4.303,35.81,4.278,6.522,97,16.42,0,1088,763,2343,1784,2735,2999,3976,3971,3469,3542,3114,2144,16653,1225,-0.411,Healthy
C0248,5,15,4.471,35.87,4.44,6.42,89,17.68,0,1017,783,2424,1822,2613,3098,3844,3876,3811,3219,3303,2124,16478,1271,-0.249,Healthy
C0248,6,18,4.364,35.83,4.337,6.47,102,16.72,0,1058,736,2325,1931,2623,2864,4206,3991,3715,3399,3298,2141,16372,1285,-0.352,Healthy
C0249,1,3,4.54,35.74,4.519,6.673,164,22.49,0,1245,987,2814,2192,3177,3560,4469,5286,4714,4228,3882,2568,20668,1370,-0.17,Healthy
C0249,2,6,5.012,35.93,4.971,6.724,208,20.2,0,1353,1040,3010,2446,3529,3584,5111,5765,5241,4582,4290,2721,21906,1605,0.282,Healthy
C0249,3,9,5.138,36.39,5.051,6.798,261,16.59,0,1374,1025,3242,2571,3603,4046,5399,5635,5438,4863,4474,2977,22847,1533,0.362,Healthy
C0249,4,12,5.481,36.86,5.339,6.891,346,14.47,0,1564,1245,3352,2825,3597,4499,5838,6046,5871,5736,4816,3117,24081,1582,0.65,Subclinical
C0249,5,15,5.96,37.29,5.757,7.002,443,12.72,1,1954,1450,4597,3517,5268,5892,7867,8356,7141,7134,6385,4302,32479,2121,1.068,Subclinical
C0249,6,18,6.38,37.92,6.087,7.13,566,10.4,1,2231,1716,4657,3777,5723,6199,8068,9188,8449,8479,6678,5122,35543,2257,1.398,Clinical
C0250,1,3,4.473,35.64,4.461,6.67,163,18.6,0,1166,932,2616,2060,2866,3057,4432,5001,4898,4487,3870,2544,18728,1399,-0.228,Healthy
C0250,2,6,5.117,35.95,5.073,6.716,213,19.62,0,1298,925,2730,2318,3082,3341,4641,5228,4830,4747,3794,2563,21187,1531,0.384,Healthy
C0250,3,9,5.389,36.34,5.303,6.782,303,16.84,0,1381,1059,3074,2533,3382,4002,5199,5672,5586,4844,4409,3196,22717,1613,0.614,Subclinical
C0250,4,12,5.819,36.67,5.69,6.866,434,14.19,0,1542,1079,3271,2582,3384,4265,5295,6223,6008,5408,4880,3253,23525,1699,1.001,Subclinical
C0250,5,15,6.499,37.08,6.304,6.965,571,12.08,1,2073,1349,4498,3756,4689,5395,6760,8349,7710,6827,6064,4184,31257,2055,1.615,Clinical
C0250,6,18,7.26,37.63,6.966,7.08,748,8.9,1,2386,1632,4746,3806,5314,6160,7806,9010,8688,7961,7075,4695,35241,2305,2.277,Clinical
C0252,1,3,5.04,35.32,5.057,6.918,136,18.06,0,1190,859,2640,2151,3019,3423,4262,4832,4742,4380,4119,2627,20067,1437,0.368,Healthy
C0252,2,6,4.903,35.26,4.925,6.933,133,18.78,0,1137,814,2437,1901,2927,3036,4021,5021,4109,4066,3753,2580,18222,1255,0.236,Healthy
C0252,3,9,5.072,35.23,5.098,6.926,122,18.6,0,1187,861,2785,1919,3026,3330,4211,4960,4561,4305,3790,2813,18944,1448,0.409,Healthy
C0252,4,12,5.006,35.26,5.029,6.928,150,18.95,0,1223,906,2783,2134,2809,3209,4405,4936,4604,4517,3910,2614,19503,1393,0.34,Healthy
C0252,5,15,4.975,35.28,4.996,6.889,127,17.56,0,1177,855,2492,2077,2865,3119,4135,4911,4597,4021,3828,2452,17588,1300,0.307,Healthy
C0252,6,18,5.041,35.27,5.063,6.905,136,17.76,0,1200,884,2542,2230,2828,3300,4184,5295,4567,4564,3778,2743,19711,1425,0.374,Healthy
C0253,1,3,4.453,35.63,4.442,6.678,128,21.15,0,1214,931,2912,2017,3518,3713,4572,4924,4691,4253,4132,2593,19750,1460,-0.247,Healthy
C0253,2,6,4.245,35.54,4.242,6.692,119,21.77,0,1212,873,2469,2063,3151,3474,4738,5056,4426,4459,3975,2553,19704,1412,-0.447,Healthy
C0253,3,9,4.374,35.66,4.361,6.683,108,21.65,0,1082,839,2538,2137,3209,3554,4735,4564,4716,4158,3959,2589,19734,1483,-0.328,Healthy
C0253,4,12,4.537,35.46,4.54,6.679,102,21.79,0,1169,848,2406,1950,2934,3420,4208,4361,4451,4103,3417,2543,18296,1441,-0.149,Healthy
